,chars,lines,line_num,scene_setup,mod_lines,line_stemmed,scene_setup_stemmed
272,CAVE VOICE," You have touched the forbidden treasure.  (ABU
               places the jewel back into the paw, but the jewel
                and the shrine melt into lava.) Now you
                will never again see the light of day!

(ALADDIN races down the steps, but they flatten into a ramp, and he
    skies down until he flies into the air.  The water has turned into
     lava.  He is falling toward it, when all of a sudden CARPET appears
    and catches him.   ABU is standing on one of the rocks of the
    bridge. He looks left and right and sees rocks exploding into lava.
    Then CARPET races over and ALADDIN grabs him, just as the last rock
     is exploding.)

",981,"(ABU
               places the jewel back into the paw, but the jewel
                and the shrine melt into lava.)"," You have touched the forbidden treasure.  (ABU
               places the jewel back into the paw, but the jewel
                and the shrine melt into lava.) Now you
                will never again see the light of day!

(ALADDIN races down the steps, but they flatten into a ramp, and he
    skies down until he flies into the air.  The water has turned into
     lava.  He is falling toward it, when all of a sudden CARPET appears
    and catches him.   ABU is standing on one of the rocks of the
    bridge. He looks left and right and sees rocks exploding into lava.
    Then CARPET races over and ALADDIN grabs him, just as the last rock
     is exploding.)

",touch forbidden treasur abu place jewel back paw jewel shrine melt lava never see light day aladdin race step flatten ramp sky fli air water turn lava fall toward sudden carpet appear catch abu stand one rock bridg look left right see rock explod lava carpet race aladdin grab last rock explod,abu place jewel back paw jewel shrine melt lava
273,ALADDIN,"    Whoa!  Carpet, let's move!

(Together, they race back through the caves dodging walls and falling
    debris.  ABU grabs ALADDIN's head and covers his eyes.)

",994,"(Together, they race back through the caves dodging walls and falling
    debris.  ABU grabs ALADDIN's head and covers his eyes.)","    Whoa!  Carpet, let's move!

(Together, they race back through the caves dodging walls and falling
    debris.  ABU grabs ALADDIN's head and covers his eyes.)

",whoa carpet let move togeth race back cave dodg wall fall debri abu grab aladdin head cover eye,togeth race back cave dodg wall fall debri abu grab aladdin head cover eye
274,ALADDIN,"    Abu, this is no time to panic!  (He pulls ABU off
        his head and sees they are flying into a wall.)
        Start panicking.

(CARPET goes into a dive, then through another cave.  Finally, they
    emerge through the internal entrance.  Outside, the cave begins to
     growl and close.  CARPET and company are almost to the top when a
    boulder drops on carpet, sending it to the floor.  ALADDIN  grabs
    onto the rock wall and holds on.  He sees the OLD MAN at the top,
    within reach.)

",999,"(He pulls ABU off
        his head and sees they are flying into a wall.)","    Abu, this is no time to panic!  (He pulls ABU off
        his head and sees they are flying into a wall.)
        Start panicking.

(CARPET goes into a dive, then through another cave.  Finally, they
    emerge through the internal entrance.  Outside, the cave begins to
     growl and close.  CARPET and company are almost to the top when a
    boulder drops on carpet, sending it to the floor.  ALADDIN  grabs
    onto the rock wall and holds on.  He sees the OLD MAN at the top,
    within reach.)

",abu time panic pull abu head see fli wall start panick carpet goe dive anoth cave final emerg intern entranc outsid cave begin growl close carpet compani almost top boulder drop carpet send floor aladdin grab onto rock wall hold see old man top within reach,pull abu head see fli wall
275,ALADDIN,"    Help me out!
",1010,,    Help me out! ,help,
276,OLD MAN,"    Throw me the lamp!
",1011,,    Throw me the lamp! ,throw lamp,
277,ALADDIN,"    I can't hold on.  Give me your hand.
",1012,,    I can't hold on.  Give me your hand. ,hold give hand,
278,OLD MAN,"    First give me the lamp!

(ALADDIN reaches in and pulls out the MAGIC LAMP.  He hands it up, a
    nd the OLD MAN raises it above his head.)

",1013,"(ALADDIN reaches in and pulls out the MAGIC LAMP.  He hands it up, a
    nd the OLD MAN raises it above his head.)","    First give me the lamp!

(ALADDIN reaches in and pulls out the MAGIC LAMP.  He hands it up, a
    nd the OLD MAN raises it above his head.)

",first give lamp aladdin reach pull magic lamp hand nd old man rais head,aladdin reach pull magic lamp hand nd old man rais head
279,OLD MAN,"    Ha ha ha ha!  Yes!  At last!  Ha ha ha ha!

(ALADDIN has climbed out with the assistance of ABU.  But the OLD
     MAN kicks aside ABU and grabs ALADDIN's wrist.)

",1018,"(ALADDIN has climbed out with the assistance of ABU.  But the OLD
     MAN kicks aside ABU and grabs ALADDIN's wrist.)","    Ha ha ha ha!  Yes!  At last!  Ha ha ha ha!

(ALADDIN has climbed out with the assistance of ABU.  But the OLD
     MAN kicks aside ABU and grabs ALADDIN's wrist.)

",ha ha ha ha ye last ha ha ha ha aladdin climb assist abu old man kick asid abu grab aladdin wrist,aladdin climb assist abu old man kick asid abu grab aladdin wrist
280,ALADDIN,"    What are you doing?
",1023,,    What are you doing? ,,
281,OLD MAN,"    Giving you your reward.  (JAFAR returns to his
        normal voice.) Your eternal reward.

(He pulls out a crooked dagger and is about to stab ALADDIN, when
    ABU bites him on the wrist.  He screams, but lets go of ALADDIN,
     who falls into the cave.  OLD MAN throws ABU into the cave as
     well.  They fall.  CARPET sees this, but is pinned under a
     boulder.  It struggles to break free, then does.  It races
     up and catches ALADDIN, but he has already hit the wall several
    times, and is unconscious.  On the surface, the cave roars one
    final time, then sinks back into the sand.  JAFAR pulls off
     his disguise.)

",1024,"(JAFAR returns to his
        normal voice.)","    Giving you your reward.  (JAFAR returns to his
        normal voice.) Your eternal reward.

(He pulls out a crooked dagger and is about to stab ALADDIN, when
    ABU bites him on the wrist.  He screams, but lets go of ALADDIN,
     who falls into the cave.  OLD MAN throws ABU into the cave as
     well.  They fall.  CARPET sees this, but is pinned under a
     boulder.  It struggles to break free, then does.  It races
     up and catches ALADDIN, but he has already hit the wall several
    times, and is unconscious.  On the surface, the cave roars one
    final time, then sinks back into the sand.  JAFAR pulls off
     his disguise.)

",give reward jafar return normal voic etern reward pull crook dagger stab aladdin abu bite wrist scream let go aladdin fall cave old man throw abu cave well fall carpet see pin boulder struggl break free race catch aladdin alreadi hit wall sever time unconsci surfac cave roar one final time sink back sand jafar pull disguis,jafar return normal voic
282,JAFAR,"  Heh heh heh! It's mine.  It's all mine! I (He can't
        find it in his pocket)--- where is it?  No. NO!!

(Kiss fade to JASMINE's bedroom.  She is sitting on her bed, next
    to RAJAH who looks sad. The SULTAN walks in.)

",1037,"(He can't
        find it in his pocket)","  Heh heh heh! It's mine.  It's all mine! I (He can't
        find it in his pocket)--- where is it?  No. NO!!

(Kiss fade to JASMINE's bedroom.  She is sitting on her bed, next
    to RAJAH who looks sad. The SULTAN walks in.)

",heh heh heh mine mine find pocket kiss fade jasmin bedroom sit bed next rajah look sad sultan walk,find pocket
283,SULTAN," Jasmine?  Oh, dearest.  What's wrong?
",1043,," Jasmine?  Oh, dearest.  What's wrong? ",jasmin oh dearest wrong,
284,JASMINE,"    Jafar...has...done something... terrible.  (She
        looks as if she's been crying.)
",1044,"(She
        looks as if she's been crying.)","    Jafar...has...done something... terrible.  (She
        looks as if she's been crying.)
",jafar done someth terribl look cri,look cri
285,SULTAN," There, there, there, my child--we'll set it right.
        Now, tell me everything.

(Cut to int. of cave.  ALADDIN lies unconscious on the CARPET.
    ABU tries to wake him.)

",1046,"(Cut to int. of cave.  ALADDIN lies unconscious on the CARPET.
    ABU tries to wake him.)"," There, there, there, my child--we'll set it right.
        Now, tell me everything.

(Cut to int. of cave.  ALADDIN lies unconscious on the CARPET.
    ABU tries to wake him.)

",child set right tell everyth cut int cave aladdin lie unconsci carpet abu tri wake,cut int cave aladdin lie unconsci carpet abu tri wake
286,ABU,"        Oh, oh. Aladdin?  Wake up.  Aladdin.

(CARPET rises up, lifting ALADDIN up.  He awakes slowly.)

",1052,"(CARPET rises up, lifting ALADDIN up.  He awakes slowly.)","        Oh, oh. Aladdin?  Wake up.  Aladdin.

 

",oh oh aladdin wake aladdin carpet rise lift aladdin awak slowli,carpet rise lift aladdin awak slowli
287,ALADDIN,"    Oh, my head. (He looks at the entrance sealed in.)
        We're trapped.  (Angry, shaking his fists at the
        entrance) That two faced son-of-a-jackal!  (Calmer)
        Whoever he was, he's long gone with that lamp.
",1056,(He looks at the entrance sealed in.),"    Oh, my head.  
        We're trapped.  (Angry, shaking his fists at the
        entrance) That two faced son-of-a-jackal!  (Calmer)
        Whoever he was, he's long gone with that lamp.
",oh head look entranc seal trap angri shake fist entranc two face son jackal calmer whoever long gone lamp,look entranc seal
288,ABU,"        Aha!

(ABU pulls out the MAGIC LAMP.)

",1060,(ABU pulls out the MAGIC LAMP.),"        Aha!

 

",aha abu pull magic lamp,abu pull magic lamp
289,ALADDIN,"    Why, you hairy little thief!  Looks like such a
        beat-up, worthless piece of junk.  Hey, I think
        there's something written here, but it's hard to
        make out.

(He rubs the LAMP.  Suddenly smoke comes out of the hole, the
    LAMP begins to shake and glow, but ALADDIN holds onto the
    LAMP, and our wonderful friend, the GENIE comes out.)

",1064,"(He rubs the LAMP.  Suddenly smoke comes out of the hole, the
    LAMP begins to shake and glow, but ALADDIN holds onto the
    LAMP, and our wonderful friend, the GENIE comes out.)","    Why, you hairy little thief!  Looks like such a
        beat-up, worthless piece of junk.  Hey, I think
        there's something written here, but it's hard to
        make out.

(He rubs the LAMP.  Suddenly smoke comes out of the hole, the
    LAMP begins to shake and glow, but ALADDIN holds onto the
    LAMP, and our wonderful friend, the GENIE comes out.)

",hairi littl thief look like beat worthless piec junk hey think someth written hard make rub lamp suddenli smoke come hole lamp begin shake glow aladdin hold onto lamp wonder friend geni come,rub lamp suddenli smoke come hole lamp begin shake glow aladdin hold onto lamp wonder friend geni come
290,GENIE,"  Aaaaahhhhh!  OY!  Ten-thousand years will give ya
        such a crick in the neck!  (He hangs ALADDIN on a
        nearby rock.  Then he pulls his head off and spins
        it around, yelling as he does so.  CARPET pulls a
        ALADDIN down.)  Whoa!  Does it feel good to be
        outta there! (GENIE uses the lamp end of himself as
        a microphone.) Nice to be back, ladies and
        gentlemen.  Hi, where ya from? (Sticks the mic in
        ALADDIN's face.)  What's your name?
",1073,"(He hangs ALADDIN on a
        nearby rock.  Then he pulls his head off and spins
        it around, yelling as he does so.  CARPET pulls a
        ALADDIN down.)","  Aaaaahhhhh!  OY!  Ten-thousand years will give ya
        such a crick in the neck!  (He hangs ALADDIN on a
        nearby rock.  Then he pulls his head off and spins
        it around, yelling as he does so.  CARPET pulls a
        ALADDIN down.)  Whoa!  Does it feel good to be
        outta there! (GENIE uses the lamp end of himself as
        a microphone.) Nice to be back, ladies and
        gentlemen.  Hi, where ya from? (Sticks the mic in
        ALADDIN's face.)  What's your name?
",aaaaahhhhh oy ten thousand year give ya crick neck hang aladdin nearbi rock pull head spin around yell carpet pull aladdin whoa feel good outta geni use lamp end microphon nice back ladi gentlemen hi ya stick mic aladdin face name,hang aladdin nearbi rock pull head spin around yell carpet pull aladdin
