,chars,lines,line_num,scene_setup,mod_lines,line_stemmed,scene_setup_stemmed
306,GASTON,"       Then I...(whisper)
",722,(whisper),"       Then I... 
",whisper,whisper
307,LEFOU,"        No, would she?
",723,,"        No, would she? ",would,
308,GASTON,"       (whispering)...GUESS!
",724,(whispering),"        ...GUESS!
",whisper guess,whisper
309,LEFOU,"        Now I get it!
",725,,        Now I get it! ,get,
310,BOTH,"         Let's go!
(They begin a waltz around the floor as they sing)
",726,(They begin a waltz around the floor as they sing),"         Let's go!
 
",let go begin waltz around floor sing,begin waltz around floor sing
311,BOTH,"         No one plots like Gaston, takes cheap shots like Gaston
",728,,"         No one plots like Gaston, takes cheap shots like Gaston ",one plot like gaston take cheap shot like gaston,
312,LEFOU,"        Plans to persecute harmless crackpots like Gaston
",729,,        Plans to persecute harmless crackpots like Gaston ,plan persecut harmless crackpot like gaston,
313,ALL,"          So his marriage we soon'll be celebrating!
              My what a guy, Gaston!!!
(Camera zooms out through window to snow covered square, empty except for
MAURICE)
",730,"(Camera zooms out through window to snow covered square, empty except for
MAURICE)","          So his marriage we soon'll be celebrating!
              My what a guy, Gaston!!!
(Camera zooms out through window to snow covered square, empty except for
MAURICE)
",marriag soon celebr guy gaston camera zoom window snow cover squar empti except mauric,camera zoom window snow cover squar empti except mauric
314,MAURICE,"      (to no one in particular)  Will no one help me?

(Fade back to the bedroom of the castle where BELLE is still crying.  There is
a
'clink clink clink' at the door.  She gets up and walks over to open the door.
MRS. POTTS enters with CHIP and their entourage.)

",734,(to no one in particular),"         Will no one help me?

(Fade back to the bedroom of the castle where BELLE is still crying.  There is
a
'clink clink clink' at the door.  She gets up and walks over to open the door.
MRS. POTTS enters with CHIP and their entourage.)

",one particular one help fade back bedroom castl bell still cri clink clink clink door get walk open door mr pott enter chip entourag,one particular
315,BELLE,"        Who is it?
",741,,        Who is it? ,,
316,MRS. POTTS,"   (from outside the door) Mrs. Potts, dear. (Door opens.)  I
              thought you might like a spot of tea.
",742,(from outside the door),"     Mrs. Potts, dear. (Door opens.)  I
              thought you might like a spot of tea.
",outsid door mr pott dear door open thought might like spot tea,outsid door
317,BELLE,"        (amazed at the fact that she is listening to a walking tea set)
              But you...ah...but...I--
(BELLE bumps  into the WARDROBE)
",744,(amazed at the fact that she is listening to a walking tea set),"         
              But you...ah...but...I--
(BELLE bumps  into the WARDROBE)
",amaz fact listen walk tea set ah bell bump wardrob,amaz fact listen walk tea set
318,WARDROBE,"     Oof.  Careful!
",747,,     Oof.  Careful! ,oof care,
319,BELLE,"        (sits on bed) This is impossible--
",748,(sits on bed),"          This is impossible--
",sit bed imposs,sit bed
320,WARDROBE,"     (leans 'shoulder' on bed, popping other end and BELLE into the
              air)  I know it is, but here we are!
",749,"(leans 'shoulder' on bed, popping other end and BELLE into the
              air)","     (leans 'shoulder' on bed, popping other end and BELLE into the
              air)  I know it is, but here we are!
",lean shoulder bed pop end bell air know,lean shoulder bed pop end bell air
321,CHIP,"         (as sugar and cream are being poured into him) Told ya she was
              pretty, mama,  didn't I?
",751,(as sugar and cream are being poured into him),"           Told ya she was
              pretty, mama,  didn't I?
",sugar cream pour told ya pretti mama,sugar cream pour
322,MRS. POTTS,"   All right, now, Chip.  That'll do. (CHIP hops over to
              BELLE, who is sitting on the floor) Slowly, now.  Don't spill!
",753,"(CHIP hops over to
              BELLE, who is sitting on the floor)","   All right, now, Chip.  That'll do. (CHIP hops over to
              BELLE, who is sitting on the floor) Slowly, now.  Don't spill!
",right chip chip hop bell sit floor slowli spill,chip hop bell sit floor
323,BELLE,"        Thank you.  (She picks up CHIP, and is about to take a sip of
              tea.)
",755,"(She picks up CHIP, and is about to take a sip of
              tea.)","        Thank you.  (She picks up CHIP, and is about to take a sip of
              tea.)
",thank pick chip take sip tea,pick chip take sip tea
324,CHIP,"         (To BELLE) Wanna see me do a trick?  (CHIP takes a big breath,
              then puffs out his cheeks and blows bubbles out the top of the
              cup.)
",757,(To BELLE),"           Wanna see me do a trick?  (CHIP takes a big breath,
              then puffs out his cheeks and blows bubbles out the top of the
              cup.)
",bell wanna see trick chip take big breath puff cheek blow bubbl top cup,bell
325,MRS. POTTS,"   (admonishingly) Chip!
",760,(admonishingly),"     Chip!
",admonishingli chip,admonishingli
326,CHIP,"         (looking guilty) Oops.  Sorry.
",761,(looking guilty),"           Oops.  Sorry.
",look guilti oop sorri,look guilti
327,MRS. POTTS,"   (To BELLE) That was a very brave thing you did, my dear.
",762,(To BELLE),"     That was a very brave thing you did, my dear.
",bell brave thing dear,bell
328,WARDROBE,"     We all think so.
",763,,     We all think so. ,think,
329,BELLE,"        But I've lost my father, my dreams, everything.
",764,,"        But I've lost my father, my dreams, everything. ",lost father dream everyth,
330,MRS. POTTS,"   Cheer up, child.  It'll turn out all right in the end.  You'll
              see.  (She looks up, startled.)  Oops!  Look at me, jabbering on,
              when there's a supper to get on the table.  Chip!
",765,"(She looks up, startled.)","   Cheer up, child.  It'll turn out all right in the end.  You'll
              see.     Oops!  Look at me, jabbering on,
              when there's a supper to get on the table.  Chip!
",cheer child turn right end see look startl oop look jabber supper get tabl chip,look startl
331,CHIP,"         (hopping away) Bye!
(BELLE stands and the WARDROBE approaches her.)
",768,(hopping away),"           Bye!
(BELLE stands and the WARDROBE approaches her.)
",hop away bye bell stand wardrob approach,hop away
332,WARDROBE,"     Well now, what shall we dress you in for dinner?  Let's see what
              I've got in my drawers.  (The doors fly open and moths flutter
              out.  She slams them shut.)  Oh!  How embarrassing. Here we are.
              (One door opens, the other serves as an arm. It pulls out a pink
              dress.) Ah! There, you'll look ravishing in this one! (Something
",770,"(The doors fly open and moths flutter
              out.  She slams them shut.)","     Well now, what shall we dress you in for dinner?  Let's see what
              I've got in my drawers.  (The doors fly open and moths flutter
              out.  She slams them shut.)  Oh!  How embarrassing. Here we are.
              (One door opens, the other serves as an arm. It pulls out a pink
              dress.) Ah! There, you'll look ravishing in this one! (Something
",well shall dress dinner let see got drawer door fli open moth flutter slam shut oh embarrass one door open serv arm pull pink dress ah look ravish one someth,door fli open moth flutter slam shut
333,              to think about," We never hear of a King or Queen or parents, so
              what is a Prince living on his own doing with a wardrobe full of
              women's clothing?  Maybe he wants to be a lumberjack!)
",775,," We never hear of a King or Queen or parents, so               what is a Prince living on his own doing with a wardrobe full of               women's clothing?  Maybe he wants to be a lumberjack!) ",never hear king queen parent princ live wardrob full women cloth mayb want lumberjack,
334,BELLE,"        That's very kind of you, but I'm not going to dinner.
",778,,"        That's very kind of you, but I'm not going to dinner. ",kind not go dinner,
335,WARDROBE,"     Oh, but you must!
(COGSWORTH waddles in)
",779,(COGSWORTH waddles in),"     Oh, but you must!
 
",oh must cogsworth waddl,cogsworth waddl
336,COGSWORTH,"    Ahem, ahem, ahem.  Dinner...is served.
(Cut to BEAST pacing back and forth in front of fire, with MRS. POTTS and
LUMIERE looking on.)
",781,"(Cut to BEAST pacing back and forth in front of fire, with MRS. POTTS and
LUMIERE looking on.)","    Ahem, ahem, ahem.  Dinner...is served.
(Cut to BEAST pacing back and forth in front of fire, with MRS. POTTS and
LUMIERE looking on.)
",ahem ahem ahem dinner serv cut beast pace back forth front fire mr pott lumier look,cut beast pace back forth front fire mr pott lumier look
337,BEAST,"        What's taking so long? I told her to come down.  Why isn't she
              here yet?!?
",784,,        What's taking so long? I told her to come down.  Why isn't she               here yet?!? ,take long told come yet,
338,MRS. POTTS,"   Oh, try to be patient, sir.  The girl has lost her father and
              her freedom all in one day.
",786,,"   Oh, try to be patient, sir.  The girl has lost her father and               her freedom all in one day. ",oh tri patient sir girl lost father freedom one day,
339,LUMIERE,"      Uh, master.  Have you thought that, perhaps, this girl could be
              the one to break the spell?
",788,,"      Uh, master.  Have you thought that, perhaps, this girl could be               the one to break the spell? ",uh master thought perhap girl could one break spell,
